maker,city,state,categories,url
Pasture Provisions Co,,,Lamb Worth the Hunt,https://pastureprovisionsco.com/
Pat LaFrieda,North Bergen,New Jersey,Hot Dogs & Franks Worth the Hunt,https://shop.lafrieda.com/
Path Coffee Roasters,Port Chester,New York,"Kosher Coffee, Spice & Pantry Specialty Worth the Hunt",https://pathcoffees.com/
Pearson Farm,Fort Valley,Georgia,Fresh Pecans Worth the Hunt,https://pearsonfarm.com/collections/pecans
Pearson Ranch,,,Specialty Citrus Growers Worth the Hunt; Yuzu & Japanese Citrus Worth the Hunt,https://www.pearsonranch.com/collections/buy-meyer-lemons-online
Pearson Ranch Jerky,,,5 Small-Batch Jerky Makers Worth the Hunt,https://www.pearsonranchjerky.com/
Pelleh Poultry,Swan Lake,New York,Kosher Meat & Deli Worth the Hunt,https://pellehpoultry.com/
Pennsylvania Macaroni Co.,Pittsburgh,Pennsylvania,Canned Tomatoes Worth the Hunt,https://www.pennmac.com/page/549/
Penzeys,,,Ginger Worth the Hunt,https://www.penzeys.com/online-catalog/crystallized-ginger/c-24/p-1489/pd-s
Pequod's Pizza,Chicago,Illinois,Frozen Pizza Worth the Hunt,https://pequodspizza.com/
Pereg Natural Foods,Clifton,New Jersey,"Kosher Grains, Quinoa & Couscous Worth the Hunt",https://www.pereg-gourmet.com/
Perfect Blends,,,Pikliz & Haitian Condiments Worth the Hunt,https://myperfectblends.com/products/pikliz
Perfect Prey,,,Best Snake Food & Frozen Feeders Worth the Hunt,https://www.perfectprey.com/
Petee's Pie Company,New York,New York,Pie Worth the Hunt,https://www.peteespie.com/
Peter Luger,Brooklyn,New York,Steak & Brown Sauce Worth the Hunt,https://www.peterluger.com/
Peterson Organic Feeds,Mountain Grove,Missouri,Best Goat Feed & Minerals Worth the Hunt,https://www.petersonorganicfeeds.com/
PF Bakeries,San Diego,California,Halal Bread & Flatbread Worth the Hunt,https://www.pfbakeries.com/
PG Tropicals,Homestead,Florida,Guava Paste Worth the Hunt,https://www.facebook.com/PGTropicals/
Philadelphia's Famous Italian Ices,Philadelphia,Pennsylvania,Italian Ice & Sorbetto Worth the Hunt,https://www.famousitalianices.com/
Phoenix Bean,Chicago,Illinois,5 Craft Tofu & Tempeh Makers Worth the Hunt,https://www.phoenixbean.com/
Pie Bar,,,Frozen Pot Pies Worth the Hunt,https://orderpiebar.com/
Pies by Julie,Atlanta,Georgia,Pie Crust & Dough Worth the Hunt,https://pies-by-julie.myshopify.com/products/frozen-unbaked-pie-crust
Pigeon Cove Ferments,Gloucester,Massachusetts,Sauerkraut Worth the Hunt,https://pigeoncoveferments.com/products/simply-kraut-online
Pik-Nik Foods,,,"Kosher Chips, Pretzels & Crackers Worth the Hunt",http://pik-nik.com/
Pilsudski Mustard,Reading,Pennsylvania,5 Artisan Mustard Makers Worth the Hunt,https://pilsudskimustard.com/
Pineland Farms (via Maine Lobster Now),New Gloucester,Maine,Sweet Corn Worth the Hunt,https://www.mainelobsternow.com/products/fresh-corn
Pinole Blue,Wichita,Kansas,5 Regional Chip Makers Worth the Hunt,https://pinoleblue.com/
Pinoy Groseri,,,Longganisa & Filipino Sausage Worth the Hunt,https://pinoygroseri.com/
Pipcorn,Bethlehem,Pennsylvania,5 Small-Batch Popcorn Makers Worth the Hunt,https://www.pipsnacks.com/
Pirro's Sauce,,,Pizza Sauce Worth the Hunt; Vodka & Pink Sauce Worth the Hunt,https://www.pirrossauce.com/products/pizza-sauce
Pisqueya,,,Sazón & Adobo Worth the Hunt,https://pisqueya.com/
Pistol River Mushroom Farm,Gold Beach,Oregon,Dried Mushrooms Worth the Hunt,https://pistolrivermushrooms.com/
Pizzana,Los Angeles,California,Frozen Pizza Worth the Hunt,https://pizzana.com/
Pleasant Lane Farms,Latrobe,Pennsylvania,Quark & Fresh Curd Worth the Hunt,https://www.pleasantlanefarms.com/
Ploughgate Creamery,Fayston,Vermont,Compound & Finishing Butter Worth the Hunt; 5 Cultured Butters Worth the Hunt,https://ploughgate.com/
Poco Bero,,,Pizza Dough & Crust Worth the Hunt,https://pocobero.com/products/ny-dough
Point Reyes Farmstead Cheese Company,Point Reyes,California,Blue Cheese Worth the Hunt; Pimento Cheese & Spreads Worth the Hunt,https://pointreyescheese.com/
Poirier's,Youngsville,Louisiana,Cane Syrup & Steen's-style Worth the Hunt,https://realcanesyrup.com/
Pok Pok Som,Portland,Oregon,Shrubs & Drinking Vinegars Worth the Hunt,https://www.pokpoksom.com/
Pomona Organic,,,Carrots Worth the Hunt,https://www.pomonaorganic.com/products/carrot-juice
Pomona's Universal Pectin,,,Gelatin & Pectin Worth the Hunt,https://pomonapectin.com/order/
Poor Devil Pepper Co.,Hudson,New York,Fermented Hot Sauce Worth the Hunt,https://poordevilpepperco.com/
Pop's Golden Gems,,,Dried Shrimp & Scallop Worth the Hunt,https://popsgoldengems.com/
Porter Road,Nashville,Tennessee,5 Small-Smokehouse Bacon Makers Worth the Hunt; Ground Meat & Meatball Blends Worth the Hunt,https://porterroad.com/
Portland Syrups,Portland,Oregon,Cordials & Drink Syrups Worth the Hunt,https://www.amazon.com/Portland-Syrups-Rose-Cordial-Syrup/dp/B08ML8334X
Portlandia Foods,,,Ketchup Worth the Hunt,https://portlandiafoods.com/
Porto's Bakery,Glendale,California,Empanada & Hand-Pie Discs Worth the Hunt; Frozen Appetizers & Snacks Worth the Hunt; Croissants & Pastry Worth the Hunt,https://store.portosbakery.com/
Pot-Caught Octopus From a Real Counter,New York,New York,5 Real Places to Buy Octopus Online,https://www.lpssnyc.com/product/octopus/
Potluck Market,,,Ssamjang & Wrap Sauce Worth the Hunt,https://potluckmarket.com/
Potter's Crackers,Fitchburg,Wisconsin,5 Artisan Cracker Makers Worth the Hunt,https://www.potterscrackers.com/
Poulin Grain,,,Best Goat Feed & Minerals Worth the Hunt,https://www.poulingrain.com/products/227/goat-mineral
Prairie Fruits Farm & Creamery,Champaign,Illinois,Goat Cheese Worth the Hunt,https://www.prairiefruits.com/
Pratt Standard,Washington,District of Columbia,Cocktail Mixers & Syrups Worth the Hunt,https://www.prattstandard.com/
Premier Catch,,,Shrimp Worth the Hunt,https://www.premiercatch.com/
Premier1Supplies,Washington,Iowa,Best Goat Feed & Minerals Worth the Hunt,https://www.premier1supplies.com/p/goat-trace-mineral-premix
Pressed,,,Juice Worth the Hunt,https://pressed.com/
Price Seafood Inc.,Chauvin,Louisiana,Dried Shrimp & Scallop Worth the Hunt,https://www.priceseafoodinc.com/
Primal Pastures,Murrieta,California,Chicken Worth the Hunt; Hot Dogs & Franks Worth the Hunt; Lamb Worth the Hunt; 5 Small-Batch Sausage Makers Worth the Hunt,https://primalpastures.com/
Primavera Walnuts,Linden,California,Halal Walnuts & Nuts Worth the Hunt,https://primaverawalnuts.com/
Prodigal Coffee,Boulder,Colorado,Single-Origin & Micro-Lot Coffee Worth the Hunt,https://getprodigal.com/
Prommus,,,Hummus & Dips Worth the Hunt,https://prommus.com/
Proper Pepper,Sandersville,Georgia,Pimento Cheese & Spreads Worth the Hunt,https://www.properpepper.com/
Proper's Pickle,Long Beach,California,Escabeche & Pickled Jalapenos Worth the Hunt,https://properspickle.com/
Pryme Meals,Chicago,Illinois,Halal Meal Prep & Chef-Made Meals Worth the Hunt,https://www.prymemeal.com/
Purcell Mountain Farms,Moyie Springs,Idaho,Amaranth & Sorghum Grain Worth the Hunt; Freekeh Worth the Hunt,https://purcellmountainfarms.com/
Purdy's Macadamia Nut Farm,,,Macadamia Nuts Worth the Hunt,https://www.purdysnuts.com/
Pure Indian Foods,Princeton,New Jersey,Curry Powder & Masala Worth the Hunt; Dal & Lentils Worth the Hunt; Garam Masala Worth the Hunt; Ghee Worth the Hunt; Jaggery & Panela Worth the Hunt; Mango Chutney Worth the Hunt; Tamarind Worth the Hunt,https://www.pureindianfoods.com/
Purely Elizabeth,Boulder,Colorado,The Glass Case — 5 Certified-Organic Makers,https://purelyelizabeth.com/
Purity Coffee,,,5 Small-Roaster Coffees Worth the Hunt,https://www.puritycoffee.com/
Quince & Apple,Madison,Wisconsin,Pie Filling & Fruit Preserves for Baking Worth the Hunt,https://www.quinceandapple.com/collections/all/preserves
R&R Cultivation,Ham Lake,Minnesota,Fresh Gourmet Mushrooms Worth the Hunt,https://rrcultivation.com/
Raaka Chocolate,Brooklyn,New York,5 Bean-to-Bar Chocolate Makers Worth the Hunt; The Glass Case — 5 Plant-Only Makers,https://www.raakachocolate.com/
Rabbit Hole Hay,,,Rabbit & Small-Animal Food Worth the Hunt,https://www.rabbitholehay.com/
Rachel's Ginger Beer,Seattle,Washington,Ginger Beer & Botanical Soda Worth the Hunt,https://www.rachelsgingerbeer.com/
RAFT Cocktails,NE Portland,Oregon,Cordials & Drink Syrups Worth the Hunt,https://raftsyrups.com/products/250ml-lemon-ginger
Rainbow Mealworms,,,Live Feeder Insects Worth the Hunt,https://www.rainbowmealworms.net/
Ramar Foods,Pittsburg,California,Longganisa & Filipino Sausage Worth the Hunt; Sukang (Filipino Cane Vinegar) Worth the Hunt; Ube & Purple Yam Worth the Hunt,https://www.ramarfoods.com/
Rambler Sparkling Water,Austin,Texas,Sparkling Water & Seltzer Worth the Hunt,https://ramblersparklingwater.com/
Ramini Mozzarella,Tomales,California,Fresh Mozzarella Worth the Hunt,https://www.raminimozzarella.com/
Ramona Farms,Sacaton,Arizona,5 Heirloom Bean Growers Worth the Hunt,https://ramonafarms.com/
Rancho Gordo,Napa,California,Dal & Lentils Worth the Hunt; Best Dried Chiles Worth the Hunt; Hominy & Pozole Corn Worth the Hunt,https://www.ranchogordo.com/
Rancho Gordo (Stoneground / Xoxoc),,,Best Mexican Chocolate Worth the Hunt,https://www.ranchogordo.com/products/chocolate-stoneground-chocolate
Rancho Meladuco Date Farm,Coachella Valley,California,Dates Worth the Hunt,https://ranchomeladuco.com/
Randall Beans,,,Canned & Jarred Beans Worth the Hunt,https://www.randallbeans.com/
Rani Brand,,,Atta Flour (Chapati / Roti Flour) Worth the Hunt; Tamarind Worth the Hunt; Indian Cooking Sauce Worth the Hunt,https://ranibrand.com/products/rani-chapati-flour-100-pure-whole-wheat-chakki-atta-for-making-roti-indian-breads-160oz-10lbs-4-54kg-bulk-stone-ground-all-natural-vegan-no-salt-or-colors-non-gmo-indian-origin
Rappahannock Oyster Co.,Topping,Virginia,Clams Worth the Hunt; Oysters Worth the Hunt,https://rroysters.com
Rasa,Boulder,Colorado,Chicory & Coffee Alternatives Worth the Hunt,https://wearerasa.com/
Raw Juicery,,,Juice Worth the Hunt,https://rawjuicery.com/
Raw Paws Pet Food,,,Best Ferret Food Worth the Hunt,https://rawpawspetfood.com/
Raye's Mustard,,,5 Artisan Mustard Makers Worth the Hunt,https://rayesmustard.com/
RC Fine Foods,,,Custard & Pudding Sauce Worth the Hunt,https://rcfinefoods.com/product/creme-anglaise-sauce-mix/
Real Good Fish,Moss Landing,California,Crab Worth the Hunt; Cod & White Fish Worth the Hunt,https://www.realgoodfish.com
Real Pickles,Greenfield,Massachusetts,Carrots Worth the Hunt; Live Fermented Vegetables Worth the Hunt,https://realpickles.com/product/organic-ginger-carrots/
Real Wasabi,,,Real Wasabi Worth the Hunt,https://realwasabi.com/
Rebel Cheese,Austin,Texas,Plant-Based Cheese Worth the Hunt,https://rebelcheese.com/
Rebel Raw,,,Fresh & Raw Cat Food Worth the Hunt; Fresh & Raw Dog Food Worth the Hunt,https://rebelraw.com/collections/cat-food
Recchiuti Confections,San Francisco,California,Chocolate Truffles Worth the Hunt,https://www.recchiuti.com/
Red Bay Coffee,Oakland,California,Espresso Roasts Worth the Hunt,https://www.redbaycoffee.com/
Red Blossom Tea Company,San Francisco,California,"Green Tea (Sencha, Gyokuro) Worth the Hunt; Oolong Tea Worth the Hunt; Pu-erh & Aged Tea Worth the Hunt",https://redblossomtea.com/
Red Boat,,,Best Fish Sauce Worth the Hunt,https://redboatfishsauce.com
Red Clay Hot Honey,Charleston,South Carolina,5 Small-Batch Hot Honeys Worth the Hunt,https://redclayhotsauce.com/
Red Clay Southern Chili Crisp,Charleston,South Carolina,5 Small-Batch Chili Crisps Worth the Hunt,https://redclayhotsauce.com/products/southern-chili-crisp
Red Jacket Orchards,Geneva,New York,Kosher Juice & Iced Tea Worth the Hunt,https://www.redjacketorchards.com/
Red Lake Nation Foods,Red Lake,Minnesota,Wild Rice Worth the Hunt,https://redlakenationfoods.com/
Red Root & Co.,,,Shrubs & Drinking Vinegars Worth the Hunt,https://redrootcompany.com/
Red Truck Bakery,Marshall,Virginia,Mince Pies & Mincemeat Worth the Hunt,https://www.goldbelly.com/restaurants/red-truck-bakery/authentic-mincemeat-pie
Red's Best,Boston,Massachusetts,Cod & White Fish Worth the Hunt,https://shop.redsbest.com
Redmond Agriculture,Redmond,Utah,Best Goat Feed & Minerals Worth the Hunt,https://agriculture.redmond.com/products/goat-mineral
Regalis Foods,,,Fresh Truffles (Seasonal) Worth the Hunt; Truffle Honey Worth the Hunt; Truffle Oil Worth the Hunt; Truffle Salt & Seasoning Worth the Hunt,https://www.regalisfoods.com/collections/2023-fresh-truffles
Regional Access,Trumansburg,New York,Puff Pastry Worth the Hunt,https://www.regionalaccess.net/product/puff-pastry-dough-butter-retail-10-14oz/
Remedy Bone Broth,Nashville,Tennessee,5 Small-Maker Bone Broth Makers Worth the Hunt,https://remedybonebroth.com/
REP Provisions,Bentonville,Arkansas,5 Small-Smokehouse Bacon Makers Worth the Hunt; Chicken Worth the Hunt,https://repprovisions.com/
Repashy Superfoods,,,Best Aquarium Fish Food Worth the Hunt; Best Frog & Amphibian Food Worth the Hunt; Reptile Food Worth the Hunt; Turtle & Tortoise Food Worth the Hunt,https://www.repashy.com/
Revonah Pretzel,Hanover,Pennsylvania,5 Artisan Pretzel Makers Worth the Hunt,https://revonahpretzel.com/
Rhapsody Natural Foods,Cabot,Vermont,5 Craft Miso Makers Worth the Hunt; 5 Craft Tofu & Tempeh Makers Worth the Hunt,https://rhapsodynaturalfoods.com/
Rice to Riches,New York,New York,Custard & Pudding Worth the Hunt,https://www.ricetoriches.com/
Rick's Picks,New York,New York,Pickled Vegetable Medleys Worth the Hunt,https://www.rickspicks.com/
Rickey's Jerky,,,5 Small-Batch Jerky Makers Worth the Hunt,https://rickeysjerky.com/
Riemer Family Farm,,,Heritage Turkey Worth the Hunt,https://riemerfamilyfarm.com/thanksgiving-turkeys
Rincon Tropics,Carpinteria,California,Exotic & Tropical Fruit Worth the Hunt,https://www.rincontropics.com
RIND Snacks,,,Fruit Chips & Crisps Worth the Hunt,https://www.rindsnacks.com/
Rishi Tea & Botanicals,Milwaukee,Wisconsin,"Chai & Concentrate Worth the Hunt; Green Tea (Sencha, Gyokuro) Worth the Hunt; Rooibos & Honeybush Worth the Hunt",https://rishi-tea.com/
Ritual Chocolate,Heber City,Utah,5 Craft Drinking Chocolate Makers Worth the Hunt,https://www.ritualchocolate.com/
River Hills Harvest,,,Cordials & Drink Syrups Worth the Hunt,https://www.riverhillsharvest.com/product-page/elderflower-cordial
RodentPro,,,Best Snake Food & Frozen Feeders Worth the Hunt,https://www.rodentpro.com/
Rogue Creamery,Central Point,Oregon,Blue Cheese Worth the Hunt,https://roguecreamery.com/
Ronnie's Giardiniera,Chicago,Illinois,Giardiniera & Pickled Mix Worth the Hunt,https://www.ronniesgiardiniera.com/
Roscioli NYC,New York,New York,Traditional Aged Balsamic Worth the Hunt,https://shop.rosciolinyc.com/product/balsamic-25/578
Roudybush,,,Premium Parrot & Bird Food Worth the Hunt,https://www.roudybush.com/
Route 11 Potato Chips,Mount Jackson,Virginia,5 Regional Chip Makers Worth the Hunt,https://www.rt11.com/
RPs Pasta,Madison,Wisconsin,Fresh Pasta Worth the Hunt,https://www.rpspasta.com/
Rumi Spice,,,Saffron Worth the Hunt; 5 Single-Origin Spice Companies Worth the Hunt,https://www.rumispice.com/
Runamok,Cambridge,Vermont,Kosher Maple Syrup Worth the Hunt,https://runamokmaple.com/
Runamok Maple,Fairfield,Vermont,5 Real Maple Syrup Producers Worth the Hunt,https://runamokmaple.com/
Rupen Rao,Washington,District of Columbia,Curry & Simmer Sauces Worth the Hunt,https://www.rupens.com/
S Ranch Meats,,,Beef Worth the Hunt,https://sranchmeats.com/
Saffron Road,Stamford,Connecticut,Roasted Chickpeas & Bean Snacks Worth the Hunt,https://www.saffronroad.com/
Safie Foods (Homestyle Sweet Pickled Beets),Chesterfield,Michigan,Root Vegetables Worth the Hunt,https://safiefoods.com/
Sahlen's,Buffalo,New York,Deli & Ham Worth the Hunt,https://sahlen.com/
Salad Girl Organics,,,Salad Dressing Worth the Hunt,https://www.saladgirl.com/
Saltverk,,,5 Finishing Salt Makers Worth the Hunt,https://saltverk.com/
SaltWorks,Woodinville,Washington,Fleur de Sel & Sel Gris Worth the Hunt,https://seasalt.com/fleur-de-sel-french-flower-of-salt-pour-spout-pouch
Sam's Caribbean Marketplace,West Hempstead,New York,Ackee Worth the Hunt; Browning & Cooking Caramel Worth the Hunt; Callaloo & Caribbean Greens Worth the Hunt; Pimento & Allspice Worth the Hunt; Salt Cod & Saltfish Worth the Hunt,https://sams24-7.com/
Samai,,,Plantain & Cassava Chips Worth the Hunt,https://www.amazon.com/stores/Samai/PlantainChips/page/B6AD3A24-F93A-4F05-95D7-3E8CE154792B
Samson's Kitchen,,,Halal Pantry & Spices Worth the Hunt,https://samsonskitchen.com/
San-J,,,Best Soy Sauce & Tamari Worth the Hunt,https://san-j.com
Santa Barbara Pistachio Company,Santa Barbara County,California,Pistachios Worth the Hunt,https://www.santabarbarapistachios.com/
Santa Fe (MCM Food),Miami,Florida,Dulce de Leche Worth the Hunt,https://www.mcmfoodcorp.com/
Sarap Now,Los Angeles,California,Banana Ketchup Worth the Hunt; Calamansi Worth the Hunt; Sukang (Filipino Cane Vinegar) Worth the Hunt; Pancit & Filipino Noodles Worth the Hunt; Ube & Purple Yam Worth the Hunt,https://www.sarapnow.com/
Sartori,Plymouth,Wisconsin,Parmesan Worth the Hunt,https://www.sartoricheese.com/
Sauce Shop,,,HP-Style Brown Sauce Worth the Hunt,https://www.sauceshop.co/products/brown-sauce
Savia,,,Aloe & Botanical Drinks Worth the Hunt,https://www.saviausa.com/collections/aloe-vera-drinks
Saw Mill Site Farm,,,Prepared Horseradish Worth the Hunt,https://www.horseradishdirect.com/
Sawmill Herb Farm,Montague,Massachusetts,Fresh Herbs Worth the Hunt,https://www.sawmillherbfarm.com/
Saxelby Cheese,New York,New York,5 Artisan Cheeses Worth the Hunt,https://saxelbycheese.com/
Sayersbrook Bison Ranch,,,Bison & Buffalo Worth the Hunt,https://www.sayersbrook.com/
Scandinavian Shoppe,,,German & Scandinavian Seasoning Worth the Hunt,https://scandinavianshoppe.com/glogg-spices-grandpa-lundquist/
Schimpff's Confectionery,Jeffersonville,Indiana,5 Small-Batch Candy Makers Worth the Hunt,https://schimpffs.com/
Schmackary's,New York,New York,5 Cookie Bakeries Worth the Hunt,https://www.schmackarys.com/
Scotch Boyz,St. Petersburg,Florida,Scotch Bonnet & Pepper Sauce Worth the Hunt,https://www.scotchboyz.com/
Scott Farm Orchard,Dummerston,Vermont,Apples Worth the Hunt,https://www.scottfarmvermont.com/
Scott's of Wisconsin,,,Cheese Spreads & Fondue Worth the Hunt,https://www.scottsofwi.com/
Scout,,,5 Tinned Fish Brands Worth the Hunt,https://enjoyscout.com/
Scrappy's Bitters,Seattle,Washington,Cocktail Bitters Worth the Hunt,https://scrappysbitters.com/
Scratch and Peck Feeds,,,Best Organic Chicken Feed Worth the Hunt; Best Duck Feed Worth the Hunt,https://www.scratchandpeck.com/
Seagate Products,,,Carrots Worth the Hunt,https://www.seagateproducts.com/
Seapoint Farms,Huntington Beach,California,Dried Edamame & Pea Snacks Worth the Hunt,https://seapointfarms.com/
SeaSnax,El Segundo,California,Nori & Seaweed Snacks Worth the Hunt,https://www.seasnax.com/
Seasonal Sips,,,Halal + Organic: Double-Certified Worth the Hunt,https://seasonalsips.com/
Secolari,Ellicott City,Maryland,5 Artisan Vinegar Makers Worth the Hunt,https://www.secolarievoo.com/
Seed + Mill,New York,New York,Halva Worth the Hunt; Kosher Sweets & Chocolate Worth the Hunt; Tahini Worth the Hunt; Za'atar Worth the Hunt,https://www.seedandmill.com/
Seed Oil Company,,,"Walnut, Pumpkin-Seed & Nut Oils Worth the Hunt",https://www.seedoilcompany.com/
Seeds for Generations,Free Union,Virginia,5 Heirloom Seed Companies Worth the Hunt,https://seedsforgenerations.com/
SeedsNow,,,5 Heirloom Seed Companies Worth the Hunt,https://www.seedsnow.com/
Séka Hills,Capay Valley,California,Balsamic Vinegar Worth the Hunt,https://www.sekahills.com/
Selam Foods,Maple Grove,Minnesota,Teff Worth the Hunt,https://selamfoods.com/
Seminole Feed,Ocala,Florida,Best Horse Feed Worth the Hunt,https://seminolefeed.com/
SenAgro,,,Egusi Worth the Hunt,https://senagrousa.com/
Send a Meal,,,Frozen Prepared Vegetables Worth the Hunt,https://sendameal.com/
Seneca Grain & Bean,,,Freekeh Worth the Hunt,https://www.senecagrainandbean.com/
Seven Sisters Scones,Johns Creek,Georgia,Biscuit & Scone Dough Worth the Hunt,https://www.sevensistersscones.com/
Seven Sons Farms,Roanoke,Indiana,Chicken Worth the Hunt; Lamb Worth the Hunt; Pork Worth the Hunt; 5 Regenerative Meat Companies Worth the Hunt,https://sevensons.net/store/pastured-chicken
Severino Homemade Pasta,Westmont,New Jersey,Fresh Pasta Worth the Hunt,https://severinopasta.com/
Sey Coffee,Brooklyn,New York,Single-Origin & Micro-Lot Coffee Worth the Hunt,https://www.seycoffee.com/
Sfoglini,Coxsackie,New York,5 Artisan Pasta Makers Worth the Hunt,https://sfoglini.com/
Shanley Farms,Morro Bay,California,Specialty & Heirloom Citrus Worth the Hunt,https://www.shanleyfarms.com
Shared Cultures,San Francisco,California,5 Craft Miso Makers Worth the Hunt,https://shared-cultures.com/
Sharifa Halal Snacks,Detroit,Michigan,Halal Jerky & Snacks Worth the Hunt,https://sharifahalalsnacks.com/
Shepherd Song Farm,,,Goat Worth the Hunt; Offal & Organ Meats Worth the Hunt,https://shepherdsongfarm.com/
Sherwood Pet Health,,,Best Chinchilla Food Worth the Hunt; Best Guinea Pig Food Worth the Hunt; Best Hamster & Gerbil Food Worth the Hunt; Rabbit & Small-Animal Food Worth the Hunt,https://sherwoodpethealth.com/
Shifaa Nutrition,,,Halal Vitamins & Supplements Worth the Hunt,https://shifaanutrition.com/
Shiloh Farms,,,Oats & Hot Cereal Worth the Hunt; Teff Worth the Hunt,https://shilohfarms.com/
Shirttail Creek Farm,Brenham,Texas,Beef Worth the Hunt,https://shirttailcreekfarm.com/
Sierra Nevada Cheese Co,Willows,California,Sour Cream & Crème Fraîche Worth the Hunt,https://www.sierranevadacheese.com/
Sierra Nevada Cheese Company,Willows,California,Cream Cheese & Fresh Spreads Worth the Hunt; Farmer & Pot Cheese Worth the Hunt,https://sierranevadacheese.com/
Silver Spring Foods,Eau Claire,Wisconsin,Cocktail & Seafood Sauce Worth the Hunt; Prepared Horseradish Worth the Hunt,https://www.silverspringfoods.com/
Simple Kneads,Burlington,North Carolina,5 Artisan Bread Bakers That Ship,https://simplekneads.com/
Simply Eggless,,,Egg Substitutes & Liquid Egg Worth the Hunt,https://trysimplyeggless.com/
Simply Garlic,Champlain Valley,New York,Garlic Worth the Hunt,https://www.simplygarlic.com/
Simply Halal,Dearborn Heights,Michigan,Halal Pantry & Spices Worth the Hunt,https://simplyhalal.co/
Singing Dog Vanilla,Eugene,Oregon,Vanilla Bean & Paste Worth the Hunt,https://www.singingdogvanilla.com/product/vanilla-bean-paste/
Sinto Gourmet,San Francisco,California,Gochujang Worth the Hunt; Kimchi Worth the Hunt,https://sintogourmet.com/products/gochu-jang-korean-chili-paste
Siren Shrub Company,,,Shrubs & Drinking Vinegars Worth the Hunt,https://sirenshrubs.com/
Sitka Seafood Market,,,Cod & White Fish Worth the Hunt; Wild Salmon Worth the Hunt,https://sitkaseafoodmarket.com
Skinny Crust,East Dundee,Illinois,"Halal Bread & Flatbread Worth the Hunt; Halal Pizza, Lahmacun & Flatbread Worth the Hunt",https://www.skinnycrust.us/
SkinnyDipped,,,Chocolate-Covered Nuts & Fruit Worth the Hunt,https://skinnydipped.com/
Skout Organic,Austin,Texas,Energy & Snack Bars Worth the Hunt,https://www.skoutorganic.com/
Slack Tide Sea Salt,,,5 Finishing Salt Makers Worth the Hunt,https://slacktidemaine.com/
Slingshot Coffee Co.,Raleigh,North Carolina,Cold Brew Coffee Worth the Hunt,https://slingshotcoffee.com/
Slofoodgroup,,,Vanilla Bean & Paste Worth the Hunt; Vanilla Extract Worth the Hunt,https://www.slofoodgroup.com/products/madagascar-pure-vanilla-bean-paste
Small Axe Peppers,Bronx,New York,5 Craft Hot Sauces Worth the Hunt,https://smallaxepeppers.com/
Small Pet Select,,,Best Chinchilla Food Worth the Hunt; Best Guinea Pig Food Worth the Hunt; Best Hamster & Gerbil Food Worth the Hunt; Rabbit & Small-Animal Food Worth the Hunt,https://smallpetselect.com/
Smalls,,,Fresh & Raw Cat Food Worth the Hunt,https://www.smalls.com/
Smiley Honey,Gulf County,Florida,5 Raw Honey Makers Worth the Hunt,https://www.smileyhoney.com/
Smith & Truslow,,,Berbere Worth the Hunt,https://smithandtruslow.com/product-category/organic-berbere-spice
Smith & Wollensky,,,Steak & Brown Sauce Worth the Hunt,https://shop.smithandwollensky.com/
Smith Island Baking Company,Crisfield,Maryland,Layer Cake & Bundt Worth the Hunt,https://smithislandcake.com/
Smith Teamaker,Portland,Oregon,Rooibos & Honeybush Worth the Hunt,https://www.smithtea.com/
Smoking Goose,Indianapolis,Indiana,5 Small-Batch Charcuterie Makers Worth the Hunt; Dukkah Worth the Hunt; Mortadella & Cooked Charcuterie Worth the Hunt; Nduja & Spreadable Salami Worth the Hunt; 5 Small-Batch Sausage Makers Worth the Hunt,https://www.smokinggoose.com/
Smude's Sunflower Oil,Pierz,Minnesota,Cooking Oil Worth the Hunt,https://www.smudeoil.com/
Sogno Toscano,,,Canned Tomatoes Worth the Hunt,https://shop.sognotoscano.com/products/san-marzano-pdo-canned-tomatoes-6000-45
Solely,,,Fruit Leather & Dried Fruit Snacks Worth the Hunt,https://solely.com/
SOMA Chocolate,,,5 Craft Drinking Chocolate Makers Worth the Hunt,https://www.somachocolate.com/
SOMOS,,,5 Small-Batch Salsa Makers Worth the Hunt,https://eatsomos.com/
Son Fish Sauce,,,Best Fish Sauce Worth the Hunt,https://sonfishsauce.com
Song Tea & Ceramics,San Francisco,California,Oolong Tea Worth the Hunt; Pu-erh & Aged Tea Worth the Hunt,https://songtea.com/
Sonoko Sakai,Los Angeles,California,Japanese Curry Roux Worth the Hunt,https://www.sonokosakai.com/
Soom Foods,Philadelphia,Pennsylvania,Date Syrup & Silan Worth the Hunt; Halva Worth the Hunt; Tahini Worth the Hunt,https://www.soomfoods.com/
SoPo Seafood,Portland,Maine,Mussels Worth the Hunt; Shrimp Worth the Hunt,https://soposeafood.com
SorBabes,,,Sorbet & Dairy-Free Frozen Worth the Hunt,https://www.sorbabes.com/
Sorbet Sorority,Birmingham,Michigan,Sorbet & Dairy-Free Frozen Worth the Hunt,https://sorbetsorority.com/
Sound,,,Sparkling Water & Seltzer Worth the Hunt,https://drinksound.com/
Soupergirl,Washington,District of Columbia,Kosher Soup & Broth Worth the Hunt,https://thesoupergirl.com/
Sourdough Pizza,Forest,Virginia,Pizza Dough & Crust Worth the Hunt,https://www.sourdoughpizza.store/products/sourdough-pizza-dough-ball
Sourhouse,,,Baking Yeast & Sourdough Worth the Hunt,https://sourhouse.co/
